apelido,clube,posicao,preco,pontos,variacao,media,rodada,jogos
Fernandinho,Chapecoense,Atacante,0.84,0.3,-0.16,0.3,2,1
Bobadilla,Fluminense,Atacante,5.92,0.0,0.0,0.5,2,1
Rony,Palmeiras,Atacante,8.85,3.6,-0.69,2.65,2,2
Caio Paulista,Fluminense,Atacante,8.97,1.0,0.62,5.0,2,2
Palacios,Internacional,Atacante,2.99,0.0,0.0,-1.7,2,1
Maxi Zalazar,Internacional,Atacante,2.0,0.0,0.0,0.0,2,0
Breno Lopes,Palmeiras,Atacante,6.0,0.0,0.0,0.0,2,0
Willian,Palmeiras,Atacante,6.86,1.0,-2.14,1.0,2,1
Gabriel Veron,Palmeiras,Atacante,5.0,0.0,0.0,0.0,2,0
Gabriel Silva,Palmeiras,Atacante,2.0,0.0,0.0,0.0,2,0
Bruno Silva,Chapecoense,Atacante,1.34,0.0,-0.61,-0.1,2,2
Rafael Elias,Cuiabá,Atacante,0.79,-0.3,-0.53,-0.2,2,2
Jonathan Cafu,Cuiabá,Atacante,11.72,2.3,1.42,7.05,2,2
Wesley,Palmeiras,Atacante,8.53,13.0,3.87,5.85,2,2
Robson,Fortaleza,Atacante,12.88,8.4,2.85,7.9,2,2
Guilherme Pato,Cuiabá,Atacante,6.86,2.1,0.8,3.9,2,2
Alan Mendez,Cuiabá,Atacante,2.0,0.0,0.0,0.0,2,0
Paulinho Moccelin,Sport,Atacante,3.99,0.1,-0.54,1.3,2,2
Romarinho,Fortaleza,Atacante,4.9,1.0,-0.6,1.45,2,2
Osman,Cuiabá,Atacante,1.84,-0.7,-1.16,-0.7,2,1
Carlos Alberto,América-MG,Atacante,2.0,0.0,0.0,0.0,2,0
Osvaldo,Fortaleza,Atacante,6.0,0.0,0.0,0.0,2,0
Isaque,Fortaleza,Atacante,5.0,0.0,0.0,0.0,2,0
Kawê,América-MG,Atacante,1.0,0.0,0.0,0.0,2,0
Copete,Santos,Atacante,3.0,0.0,0.0,0.0,2,0
Lucas Braga,Santos,Atacante,3.62,0.0,0.0,-0.8,2,1
Gustavo Mosquito,Corinthians,Atacante,5.36,0.9,-0.84,1.4,2,2
Raniel,Santos,Atacante,5.0,0.0,0.0,0.0,2,0
Igor Torres,Fortaleza,Atacante,3.0,0.0,0.0,0.0,2,0
Pepê,Grêmio,Atacante,10.0,0.0,0.0,0.0,2,0
Kaio Jorge,Santos,Atacante,8.44,10.1,3.01,5.45,2,2
Léo Pereira,Grêmio,Atacante,1.32,0.0,0.0,-0.1,2,1
Guilherme Azevedo,Grêmio,Atacante,2.09,0.0,0.0,0.0,2,1
Ricardinho,Grêmio,Atacante,9.61,0.0,0.0,9.8,2,1
Léo Chú,Grêmio,Atacante,8.22,0.0,0.0,5.8,2,1
Churín,Grêmio,Atacante,5.0,0.0,0.0,0.0,2,0
Bruno Marques,Santos,Atacante,4.0,0.0,0.0,0.0,2,0
Capixaba,Juventude,Atacante,10.75,6.6,2.19,6.45,2,2
Fabinho,Chapecoense,Atacante,2.92,1.8,-0.08,1.8,2,1
Kaio,Chapecoense,Atacante,1.0,0.0,0.0,0.0,2,0
Rafael Grampola,Juventude,Atacante,3.0,0.0,0.0,0.0,2,0
Renyer,Santos,Atacante,2.0,0.0,0.0,0.0,2,0
Marcos Leonardo,Santos,Atacante,2.79,0.7,-0.69,0.35,2,2
Léo Natel,Corinthians,Atacante,3.44,-0.3,-1.56,-0.3,2,1
Ângelo,Santos,Atacante,1.51,0.4,-0.44,0.1,2,2
Nicolas,Juventude,Atacante,1.0,0.0,0.0,0.0,2,0
Marcos Vinicios,Juventude,Atacante,1.69,1.8,0.37,0.85,2,2
Tréllez,Sport,Atacante,2.82,-0.1,-1.18,-0.1,2,1
Neilton,Sport,Atacante,6.0,0.0,0.0,0.0,2,0
Marcelinho,Palmeiras,Atacante,1.0,0.0,0.0,0.0,2,0
Pedro Acácio,Palmeiras,Atacante,1.0,0.0,0.0,0.0,2,0
Maxwell,Sport,Atacante,2.84,0.4,-0.29,0.95,2,2
Leandro Barcia,Sport,Atacante,4.0,0.0,0.0,0.0,2,0
Everaldo ,Sport,Atacante,5.0,0.0,0.0,0.0,2,0
Marquinhos,Sport,Atacante,3.75,2.1,0.2,1.6,2,2
Fernando Pacheco,Juventude,Atacante,1.6,0.0,-0.84,-0.25,2,2
Toró,Sport,Atacante,5.0,0.0,0.0,0.0,2,0
Deyverson,Palmeiras,Atacante,5.0,0.0,0.0,0.0,2,0
André,Sport,Atacante,9.62,-1.5,-1.03,3.9,2,2
Mikael,Sport,Atacante,3.05,0.4,-0.78,0.45,2,2
Jenison,Cuiabá,Atacante,1.0,0.0,0.0,0.0,2,0
Elias,Grêmio,Atacante,2.0,0.0,0.0,0.0,2,0
Douglas Costa,Grêmio,Atacante,17.0,0.0,0.0,0.0,2,0
Kevin,Atlético-GO,Atacante,1.0,0.0,0.0,0.0,2,0
Julimar,Athlético-PR,Atacante,1.0,0.0,0.0,0.0,2,0
Ronald,Atlético-GO,Atacante,2.78,0.0,0.0,3.0,2,1
Yago,Athlético-PR,Atacante,1.0,0.0,0.0,0.0,2,0
Mateus Lima,Flamengo,Atacante,1.0,0.0,0.0,0.0,2,0
Lucão,Atlético-GO,Atacante,0.71,-2.2,0.01,-1.65,2,2
Marcelo Ryan ,Bahia,Atacante,2.0,0.0,0.0,0.0,2,0
Gustavo Coutinho,Fortaleza,Atacante,2.0,0.0,0.0,0.0,2,0
Luan Silva,Palmeiras,Atacante,2.0,0.0,0.0,0.0,2,0
Raul,Cuiabá,Atacante,2.0,0.0,0.0,0.0,2,0
Marino,Palmeiras,Atacante,1.0,0.0,0.0,0.0,2,0
Jajá,Athlético-PR,Atacante,1.0,0.0,0.0,0.0,2,0
Alan Grafite,Chapecoense,Atacante,3.0,0.0,0.0,0.0,2,0
Bruninho,Bragantino,Atacante,1.0,0.0,0.0,0.0,2,0
João Victor,Ceará,Atacante,2.58,0.0,0.0,2.7,2,1
Gabriel Novaes,Bragantino,Atacante,2.78,0.0,0.0,0.0,2,1
Alexandre Jesus,Fluminense,Atacante,1.0,0.0,0.0,0.0,2,0
Luiz Fernando ,Grêmio,Atacante,5.0,0.0,0.0,0.0,2,0
Matheus Martins,Fluminense,Atacante,1.0,0.0,0.0,0.0,2,0
Newton ,Palmeiras,Atacante,1.0,0.0,0.0,0.0,2,0
João Neto,Fluminense,Atacante,1.0,0.0,0.0,0.0,2,0
Giovani,Palmeiras,Atacante,1.0,0.0,0.0,0.0,2,0
Rigoni,São Paulo,Atacante,4.17,1.4,-0.83,1.4,2,1
Luiz Henrique,Fluminense,Atacante,4.14,2.2,0.03,1.55,2,2
Renato Kayzer,Athlético-PR,Atacante,8.27,0.5,-1.69,1.9,2,2
Wellington Nem,Fortaleza,Atacante,4.0,0.0,0.0,0.0,2,0
Lázaro,Flamengo,Atacante,2.0,0.0,0.0,0.0,2,0
Thiago Moraes ,Athlético-PR,Atacante,3.0,0.0,0.0,0.0,2,0
Wendson,Ceará,Atacante,0.71,-0.1,0.01,-0.05,2,2
Felipe Marques,Cuiabá,Atacante,1.62,0.3,-0.47,0.15,2,2
Lucas Venuto,Santos,Atacante,2.0,0.0,0.0,0.0,2,0
Rodrigo Varanda,Corinthians,Atacante,3.0,0.0,0.0,0.0,2,0
Luiz Fernando,América-MG,Atacante,3.0,0.0,0.0,0.0,2,0
Vitinho,América-MG,Atacante,1.0,0.0,0.0,0.0,2,0
Fred,Fluminense,Atacante,8.66,0.0,0.0,0.2,3,1
David,Fortaleza,Atacante,7.17,-2.9,-1.83,1.87,3,3
Wellington Paulista,Fortaleza,Atacante,8.72,9.1,2.11,5.47,3,3
Artur,Bragantino,Atacante,15.8,11.3,2.0,10.47,3,3
Ferreira,Grêmio,Atacante,8.38,0.7,-2.62,0.7,3,1
Helinho,Bragantino,Atacante,14.53,3.7,0.61,9.35,3,2
Diego Souza,Grêmio,Atacante,15.05,2.9,-3.95,2.9,3,1
Luiz Adriano,Palmeiras,Atacante,8.78,0.0,-1.26,3.47,3,3
Clayson,Cuiabá,Atacante,6.92,0.0,0.0,2.85,3,2
Mendoza,Ceará,Atacante,8.0,0.0,0.0,0.0,3,0
Matheus Peixoto,Juventude,Atacante,11.77,0.0,0.0,6.7,3,2
Perotti,Chapecoense,Atacante,6.02,2.5,-0.18,2.7,3,2
Vitinho,Flamengo,Atacante,8.89,14.9,3.88,7.55,3,2
Victor Jacaré,Ceará,Atacante,3.0,0.0,0.0,0.0,3,0
Yony González,Ceará,Atacante,1.44,0.0,-0.93,-0.8,3,2
Marinho,Santos,Atacante,18.08,5.2,-0.08,5.3,3,3
Gabriel,Flamengo,Atacante,22.0,0.0,0.0,0.0,3,0
Renato Kayzer,Athlético-PR,Atacante,7.46,-0.1,-0.81,1.23,3,3
Ademir,América-MG,Atacante,7.19,5.3,1.2,3.17,3,3
Zé Roberto,Atlético-GO,Atacante,11.24,0.0,0.0,5.7,3,2
Luciano,São Paulo,Atacante,9.6,0.8,-1.05,1.67,3,3
Léo Passos,América-MG,Atacante,4.0,0.0,0.0,0.0,3,0
Marcelo Toscano,América-MG,Atacante,4.0,0.0,0.0,0.0,3,0
Hulk,Atlético-MG,Atacante,19.64,1.5,-1.55,8.53,3,3
Lohan ,América-MG,Atacante,1.0,0.0,0.0,0.0,3,0
Carlos Alberto,América-MG,Atacante,2.0,0.0,0.0,0.0,3,0
Gilberto,Bahia,Atacante,12.18,2.6,-1.1,8.9,3,3
Eduardo Sasha,Atlético-MG,Atacante,7.0,0.0,0.0,0.0,3,0
Rodolfo José,América-MG,Atacante,6.27,0.0,0.0,1.85,3,2
Rossi,Bahia,Atacante,11.54,2.4,0.0,4.03,3,3
Felipe Azevedo,América-MG,Atacante,5.85,-0.2,-0.57,1.97,3,3
Vargas,Atlético-MG,Atacante,6.82,0.0,0.0,0.8,3,1
Bruno Henrique,Flamengo,Atacante,18.93,9.1,0.41,9.85,3,2
Leandro Carvalho,América-MG,Atacante,5.0,0.0,0.0,0.0,3,0
Ribamar,América-MG,Atacante,1.59,-0.3,-0.3,-0.45,3,2
Kawê,América-MG,Atacante,1.0,0.0,0.0,0.0,3,0
Carlos Eduardo,Athlético-PR,Atacante,7.39,0.1,-0.49,1.97,3,3
Vitinho,Athlético-PR,Atacante,5.57,2.4,0.42,1.93,3,3
Matheus Babi,Athlético-PR,Atacante,7.92,9.8,2.79,4.3,3,3
Reinaldo,Athlético-PR,Atacante,3.0,0.0,0.0,0.0,3,0
Vinicius Mingotti,Athlético-PR,Atacante,3.0,0.0,0.0,0.0,3,0
Janderson,Atlético-GO,Atacante,3.36,0.0,0.0,-0.5,3,1
Roberson,Juventude,Atacante,5.0,0.0,0.0,0.0,3,0
Arthur Gomes,Atlético-GO,Atacante,5.0,0.0,0.0,0.0,3,0
Keno,Atlético-MG,Atacante,13.14,3.8,-2.86,3.8,3,1
Savarino,Atlético-MG,Atacante,6.82,0.0,0.0,-0.2,3,1
Elton,Cuiabá,Atacante,10.79,0.0,0.0,8.5,3,1
Jô,Corinthians,Atacante,6.06,0.0,0.0,0.7,3,1
Danilo Gomes,Cuiabá,Atacante,4.0,0.0,0.0,0.0,3,0
Pablo Dyego,Atlético-GO,Atacante,3.0,0.0,0.0,0.0,3,0
André Luís,Atlético-GO,Atacante,3.2,0.0,0.0,0.8,3,1
Marrony,Atlético-MG,Atacante,4.43,0.9,-0.15,1.1,3,3
Echaporã,Atlético-MG,Atacante,1.27,-0.6,-0.73,-0.6,3,1
Sávio,Atlético-MG,Atacante,3.41,0.0,0.0,1.9,3,1
Maycon Douglas,Bahia,Atacante,1.9,1.4,0.22,0.5,3,3
Alesson,Bahia,Atacante,2.7,0.0,0.0,1.3,3,1
Vitor Bueno,São Paulo,Atacante,6.0,0.0,0.0,0.0,3,0
Hurtado,Bragantino,Atacante,4.0,0.0,0.0,0.0,3,0
Jael,Ceará,Atacante,6.0,0.0,0.0,0.0,3,0
Felipe Vizeu,Ceará,Atacante,3.79,0.0,0.0,0.5,3,1
Pablo,São Paulo,Atacante,4.32,0.0,-1.25,0.5,3,2
Saulo Mineiro,Ceará,Atacante,8.77,0.1,-0.78,3.57,3,3
Rick,Ceará,Atacante,10.78,0.8,-0.39,4.43,3,3
Cléber,Ceará,Atacante,11.26,-0.8,-1.11,3.5,3,3
Eder,São Paulo,Atacante,4.74,-0.2,-0.66,0.73,3,3
Luis Phelipe,Bragantino,Atacante,2.0,0.0,0.0,0.0,3,0
Joao Rojas,São Paulo,Atacante,5.4,1.8,0.21,1.43,3,3
Anselmo Ramon,Chapecoense,Atacante,3.6,2.2,0.42,0.8,3,3
Thiago Ribeiro,Chapecoense,Atacante,4.0,0.0,0.0,0.0,3,0
Geuvânio,Chapecoense,Atacante,3.38,0.0,0.0,1.0,3,2
Mike,Chapecoense,Atacante,1.53,0.0,0.0,0.0,3,2
Paulinho Moccelin,Sport,Atacante,2.8,-2.5,-1.19,0.03,3,3
Fernandinho,Chapecoense,Atacante,2.88,6.2,2.04,3.25,3,2
Pedro,Flamengo,Atacante,12.67,0.0,0.0,8.2,3,1
Bruno Silva,Chapecoense,Atacante,0.74,-2.1,-0.6,-0.77,3,3
Rodrigo Muniz,Flamengo,Atacante,3.85,6.2,1.41,2.85,3,2
Fabinho,Chapecoense,Atacante,2.92,0.0,0.0,1.8,3,1
Kaio,Chapecoense,Atacante,1.0,0.0,0.0,0.0,3,0
Gustavo Mosquito,Corinthians,Atacante,6.72,5.5,1.36,2.77,3,3
Michael,Flamengo,Atacante,2.97,1.2,-0.3,0.95,3,2
Marcos Guilherme ,Santos,Atacante,5.1,1.1,-0.34,2.47,3,3
Cauê,Corinthians,Atacante,2.0,0.0,0.0,0.0,3,0
Léo Natel,Corinthians,Atacante,3.54,1.4,0.1,0.55,3,2
Thiaguinho,Flamengo,Atacante,2.0,0.0,0.0,0.0,3,0
Abel Hernández,Fluminense,Atacante,6.97,10.3,3.14,3.9,3,3
Peglow,Internacional,Atacante,3.0,0.0,0.0,0.0,3,0
Yuri Alberto,Internacional,Atacante,1.47,-1.1,-0.62,-0.9,3,3
Lucca,Fluminense,Atacante,3.36,0.0,0.0,-0.5,3,1
Bobadilla,Fluminense,Atacante,5.65,3.4,-0.27,1.95,3,2
Caio Paulista,Fluminense,Atacante,11.55,9.2,2.58,6.4,3,3
Taison,Internacional,Atacante,7.92,-0.1,-2.17,1.2,3,2
Thiago Galhardo,Internacional,Atacante,6.56,1.9,-0.04,-0.05,3,2
Kayky,Fluminense,Atacante,3.29,-0.3,-0.48,0.23,3,3
John Kennedy,Fluminense,Atacante,4.0,0.0,0.0,0.0,3,0
Palacios,Internacional,Atacante,2.99,0.0,0.0,-1.7,3,1
Robson,Fortaleza,Atacante,11.48,-0.3,-1.4,5.17,3,3
Maxi Zalazar,Internacional,Atacante,2.0,0.0,0.0,0.0,3,0
Paolo Guerrero,Internacional,Atacante,13.0,0.0,0.0,0.0,3,0
Caio Vidal,Internacional,Atacante,4.26,0.5,-0.15,0.83,3,3
Rafael Elias,Cuiabá,Atacante,0.79,0.0,0.0,-0.2,3,2
Osvaldo,Fortaleza,Atacante,6.0,0.0,0.0,0.0,3,0
Gabriel Veron,Palmeiras,Atacante,5.0,0.0,0.0,0.0,3,0
Rony,Palmeiras,Atacante,7.12,-2.1,-1.73,1.07,3,3
Romarinho,Fortaleza,Atacante,4.9,1.4,0.0,1.43,3,3
Gabriel Silva,Palmeiras,Atacante,2.0,0.0,0.0,0.0,3,0
Renyer,Santos,Atacante,2.0,0.0,0.0,0.0,3,0
Marcos Leonardo,Santos,Atacante,3.18,2.1,0.39,0.93,3,3
Breno Lopes,Palmeiras,Atacante,4.68,0.7,-1.32,0.7,3,1
Willian,Palmeiras,Atacante,6.75,2.0,-0.11,1.5,3,2
Ângelo,Santos,Atacante,1.51,0.0,0.0,0.1,3,2
Guilherme Pato,Cuiabá,Atacante,6.86,0.0,0.0,3.9,3,2
Wesley,Palmeiras,Atacante,8.56,4.0,0.03,5.23,3,3
Alan Mendez,Cuiabá,Atacante,2.0,0.0,0.0,0.0,3,0
Galeano,São Paulo,Atacante,2.0,0.4,-0.1,0.15,3,2
Isaque,Fortaleza,Atacante,5.0,0.0,0.0,0.0,3,0
Paulinho Bóia,Juventude,Atacante,2.0,0.0,0.0,0.0,3,0
Jonathan Cafu,Cuiabá,Atacante,11.72,0.0,0.0,7.05,3,2
Osman,Cuiabá,Atacante,1.84,0.0,0.0,-0.7,3,1
Igor Torres,Fortaleza,Atacante,3.0,0.0,0.0,0.0,3,0
Léo Chú,Grêmio,Atacante,7.33,0.3,-0.89,3.05,3,2
Guilherme Azevedo,Grêmio,Atacante,2.09,0.0,0.0,0.0,3,1
Pepê,Grêmio,Atacante,10.0,0.0,0.0,0.0,3,0
Bruno Rodrigues,São Paulo,Atacante,3.0,0.0,0.0,0.0,3,0
Léo Pereira,Grêmio,Atacante,1.32,0.0,0.0,-0.1,3,1
Ytalo,Bragantino,Atacante,15.77,10.7,2.38,8.73,3,3
Ricardinho,Grêmio,Atacante,9.31,0.8,-0.3,5.3,3,2
Alerrandro,Bragantino,Atacante,4.96,0.0,0.0,-0.1,3,1
Capixaba,Juventude,Atacante,9.92,0.7,-0.83,4.53,3,3
Rafael Grampola,Juventude,Atacante,3.0,0.0,0.0,0.0,3,0
Marcos Vinicios,Juventude,Atacante,2.28,2.4,0.59,1.37,3,3
Raniel,Santos,Atacante,5.0,0.0,0.0,0.0,3,0
Nicolas,Juventude,Atacante,1.0,0.0,0.0,0.0,3,0
Churín,Grêmio,Atacante,5.0,0.0,0.0,0.0,3,0
Lucas Braga,Santos,Atacante,3.62,0.0,0.0,-0.8,3,1
Kaio Jorge,Santos,Atacante,7.55,0.8,-0.89,3.9,3,3
Bruno Tubarão,Bragantino,Atacante,5.0,0.0,0.0,0.0,3,0
Cuello,Bragantino,Atacante,6.52,0.0,-0.98,4.07,3,3
Leandrinho,Bragantino,Atacante,3.0,0.0,0.0,0.0,3,0
Marcelinho,Palmeiras,Atacante,1.0,0.0,0.0,0.0,3,0
Pedrinho,Bragantino,Atacante,4.07,0.0,0.0,2.1,3,2
Chrigor,Bragantino,Atacante,2.0,0.0,0.0,0.0,3,0
Pedro Acácio,Palmeiras,Atacante,1.0,0.0,0.0,0.0,3,0
Tréllez,Sport,Atacante,2.82,0.0,0.0,-0.1,3,1
Neilton,Sport,Atacante,6.0,0.0,0.0,0.0,3,0
Fernando Pacheco,Juventude,Atacante,1.36,-0.1,-0.24,-0.2,3,3
Leandro Barcia,Sport,Atacante,4.0,0.0,0.0,0.0,3,0
Maxwell,Sport,Atacante,0.86,-5.0,-1.98,-1.03,3,3
Mikael,Sport,Atacante,3.0,0.8,-0.05,0.57,3,3
Marquinhos,Sport,Atacante,3.88,1.6,0.13,1.6,3,3
Everaldo ,Sport,Atacante,5.0,0.0,0.0,0.0,3,0
Toró,Sport,Atacante,5.0,0.0,0.0,0.0,3,0
Deyverson,Palmeiras,Atacante,3.66,-0.1,-1.34,-0.1,3,1
Jenison,Cuiabá,Atacante,1.0,0.0,0.0,0.0,3,0
Mateus Lima,Flamengo,Atacante,1.0,0.0,0.0,0.0,3,0
André,Sport,Atacante,8.89,-0.4,-0.73,2.47,3,3
Gustavo Coutinho,Fortaleza,Atacante,2.0,0.0,0.0,0.0,3,0
Wellington Nem,Fortaleza,Atacante,4.0,0.0,0.0,0.0,3,0
Luan Silva,Palmeiras,Atacante,2.0,0.0,0.0,0.0,3,0
Luiz Fernando ,Grêmio,Atacante,3.84,0.4,-1.16,0.4,3,1
Kevin,Atlético-GO,Atacante,1.0,0.0,0.0,0.0,3,0
Elias,Grêmio,Atacante,2.0,0.0,0.0,0.0,3,0
Raul,Cuiabá,Atacante,2.0,0.0,0.0,0.0,3,0
Douglas Costa,Grêmio,Atacante,17.0,0.0,0.0,0.0,3,0
Julimar,Athlético-PR,Atacante,1.0,0.0,0.0,0.0,3,0
Ronald,Atlético-GO,Atacante,2.78,0.0,0.0,3.0,3,1
Lucas Venuto,Santos,Atacante,2.0,0.0,0.0,0.0,3,0
Marino,Palmeiras,Atacante,1.0,0.0,0.0,0.0,3,0
Jajá,Athlético-PR,Atacante,1.0,0.0,0.0,0.0,3,0
Yago,Athlético-PR,Atacante,1.0,0.0,0.0,0.0,3,0
Gabriel Novaes,Bragantino,Atacante,2.78,0.0,0.0,0.0,3,1
Rodrigo Varanda,Corinthians,Atacante,3.0,0.0,0.0,0.0,3,0
Bruninho,Bragantino,Atacante,1.0,0.0,0.0,0.0,3,0
João Victor,Ceará,Atacante,2.58,0.0,0.0,2.7,3,1
Giovani,Palmeiras,Atacante,1.0,0.0,0.0,0.0,3,0
Rigoni,São Paulo,Atacante,3.74,0.2,-0.43,0.8,3,2
Newton ,Palmeiras,Atacante,1.0,0.0,0.0,0.0,3,0
Kevin,Palmeiras,Atacante,1.0,0.0,0.0,0.0,3,0
Alan Grafite,Chapecoense,Atacante,3.0,0.0,0.0,0.0,3,0
Ryan Luka,Flamengo,Atacante,0.74,0.0,-0.26,0.0,3,1
Matheus Martins,Fluminense,Atacante,1.0,0.0,0.0,0.0,3,0
João Neto,Fluminense,Atacante,1.0,0.0,0.0,0.0,3,0
Ramires,Bragantino,Atacante,1.0,0.0,0.0,0.0,3,0
Luiz Henrique,Fluminense,Atacante,3.14,-1.5,-1.0,0.53,3,3
Lázaro,Flamengo,Atacante,2.0,0.0,0.0,0.0,3,0
Lucão,Atlético-GO,Atacante,0.71,0.0,0.0,-1.65,3,2
Alexandre Jesus,Fluminense,Atacante,1.0,0.0,0.0,0.0,3,0
Bruno Marques,Santos,Atacante,4.0,0.0,0.0,0.0,3,0
Felipe Marques,Cuiabá,Atacante,1.62,0.0,0.0,0.15,3,2
Wendson,Ceará,Atacante,0.71,0.0,0.0,-0.05,3,2
Marcelo Ryan ,Bahia,Atacante,2.0,0.0,0.0,0.0,3,0
Luiz Fernando,América-MG,Atacante,3.0,0.0,0.0,0.0,3,0
Vitinho,América-MG,Atacante,1.0,0.0,0.0,0.0,3,0
Thiago Moraes ,Athlético-PR,Atacante,3.0,0.0,0.0,0.0,3,0
